"probeset","qvalue_16h","most_associated_marker_16h","qvalue_32h","most_associated_marker_32h","bb4_expression_pattern","description"
"HX04N11u_at",0.169274161,"6H.42",0.119683958,"6H.15","n/a","<none>"
"HX04O22u_at",0.018434815,"2H.68",0.000334892,"3H.51","n/a","<none>"
"HX05D06r_at",0.030630039,"2H.66",0.139337062,"5H.45","n/a","<none>"
"HX05K09r_at",0.319933546,"3H.37",0.15531611,"2H.01","n/a","11/04/02 S58215       6e-10 jasmonate induced protein - barley emb|CAA58110.1| jasmonate induced protein [Hordeum vulgare subsp. vulgare]"
"HX05P09r_at",0.25913321,"2H.26",0.104528835,"5H.03","n/a","<none>"
"HX06H23r_at",0.132784873,"1H.02",0.269901736,"7H.33","n/a","11/04/02 AAH26781.1   .18 Similar to loricrin [Mus musculus]"
"HX06J21r_at",0.338733217,"5H.13",0.010595736,"1H.01","n/a","<none>"
"HX06L03r_at",0.022054823,"1H.03",0.245403455,"6H.39","n/a","11/04/02 CAB53482.1   3e-27 CAA30379.1 protein [Oryza sativa]"
"HX07O15r_at",0.135341435,"3H.46",0.092472785,"1H.03","n/a","<none>"
"HX08D14r_s_at",0.246916863,"2H.09",0.000221058,"1H.05","n/a","<none>"
"HX08E06r_at",0.214041371,"7H.14",0.173475636,"6H.14","n/a","11/04/02 AAF19148.1   2e-28 Vrga1 [Aegilops ventricosa]"
"HX08J20r_at",6.82e-05,"2H.67",0.000313095,"2H.16","n/a","<none>"
"HX08J20r_s_at",0.001258801,"2H.67",4.05e-06,"1H.05","n/a","<none>"
"HX09G24r_at",0.006210418,"5H.01",0.050821027,"6H.21","n/a","11/04/02 NP_191644.1  .002 (NM_115949) putative protein; protein id: At3g60850.1 [Arabidopsis thaliana]"
"HX09K05r_at",0.218676663,"2H.36",0.112393434,"1H.23","n/a","10/29/02 XP_113326.1  .043 (XM_113326) similar to non-receptor tyosine kinase [Homo sapiens]"
"HX10K21r_at",0.137869136,"1H.04",0.090509588,"6H.28","n/a","<none>"
"HX10L20r_s_at",0.242877738,"2H.49",0.143454169,"4H.19","n/a","11/04/02 P41378       1e-12 Eukaryotic initiation factor 4A (eIF-4A) (eIF4A) pir||JN0839 translation initiation factor eIF-4A - wheat"
"HX10O03r_at",0.003360904,"2H.67",0.002385403,"1H.07","n/a","11/04/02 AAL73976.1   2e-09 (AF466201) 3-glucanase [Sorghum bicolor]"
"HX10P01r_at",0.086412095,"1H.02",0.038183983,"5H.08","n/a","<none>"
"HX10P19r_at",0.107301993,"5H.01",0.039051092,"2H.60","n/a","<none>"
"HX11E20r_at",0.059225034,"6H.43",1.85e-06,"1H.05","n/a","11/04/02 CAC39077.1   9e-44 putative protein [Oryza sativa]"
"HX11F10r_at",0.173741471,"7H.60",0.062208197,"1H.08","n/a","<none>"
"HX11M07r_s_at",0.033740056,"5H.17",0.076754597,"1H.05","n/a","<none>"
"HX11M07r_x_at",0.173135281,"2H.17",0.205000758,"5H.50","n/a","<none>"
"HX11N12r_at",0.06036193,"4H.12",0.010793593,"7H.36","n/a","01/27/03 NP_634543.1  .9 GTP-binding protein homolog [Methanosarcina mazei Goe1] gb|AAM32215.1| GTP-binding protein homolog [Methanosarcina mazei Goe1]"
"HX11O20r_s_at",0.035918126,"3H.44",0.05295092,"5H.25","n/a","<none>"
"HX12A05r_at",0.117455737,"2H.63",0.004990855,"2H.09","n/a","<none>"
"HX12B17r_at",0.000783967,"2H.68",0.067376001,"6H.05","n/a","<none>"
"HX12D23r_at",0.000268517,"2H.65",2.05e-05,"2H.65","n/a","11/04/02 AAF19706.1   1e-22 (AC008047) F2K11.19 [Arabidopsis thaliana]"
"HX13C19r_at",0.179988541,"5H.14",0.082252764,"1H.21","n/a","11/04/02 AAK26124.1   5e-17 (AC084406) putative protein phosphatase [Oryza sativa]"
"HX13K24r_at",0.08762628,"2H.51",0.00749767,"2H.52","n/a","<none>"
"HX14A13r_at",0.30090143,"2H.25",0.265184202,"2H.65","n/a","<none>"
"HX14A13r_s_at",0.060164017,"4H.13",7.35e-07,"1H.05","n/a","<none>"
"HX14B03r_at",0.164978627,"7H.19",7.35e-07,"1H.05","n/a","11/04/02 BAA82382.1   1e-10 (AP000367) Similar to Arabidopsis thaliana DNA contig fragment. (Z99707) [Oryza sativa (japonica cultivar-group)]"
"HX14H18r_at",3.63e-06,"2H.67",0.041139038,"7H.26","n/a"," 11/04/02 NP_191892.2  3e-20 (NM_116198) putative protein; protein id: At3g63330.1"
"HY01B21u_at",0.000722241,"1H.02",0.096009101,"1H.04","n/a"," 11/08/02 NP_198167.1  2e-10 putative protein; protein id: At5g28150.1"
"HY01E02u_at",0.085470598,"3H.37",0.230549889,"1H.07","n/a","<none>"
"HY01F01u_s_at",3.63e-06,"2H.64",0.058317891,"1H.08","n/a","<none>"
"HY01F11u_at",0.210179844,"2H.65",0.021202663,"1H.08","n/a"," 11/08/02 BAB78659.1   1e-31 (AP003022) contains ESTs AU162287(E503299)"
"HY01H19u_at",1.99e-06,"2H.68",0.053259913,"5H.55","n/a"," 11/08/02 NP_566014.1  8e-24 (NM_129984) expressed protein; protein id: At2g44200.1"
"HY01N07u_x_at",0.003607641,"5H.16",0.057071236,"1H.06","n/a","<none>"
"HY01N09u_at",1.99e-06,"2H.52",7.35e-07,"2H.52","PacMan","<none>"
"HY01N09u_x_at",1.99e-06,"2H.52",7.35e-07,"2H.52","n/a","<none>"
"HY02C09u_x_at",0.002397608,"4H.19",0.038944523,"1H.08","n/a","<none>"
"HY02C19u_at",0.111852102,"4H.18",0.23230941,"2H.01","n/a","<none>"
"HY02C22u_x_at",0.000206422,"2H.66",0.000729579,"1H.05","n/a","<none>"
"HY02G07u_at",0.03366544,"2H.63",0.054527421,"1H.05","PacMan","<none>"
"HY02H13u_at",1.99e-06,"1H.44",7.35e-07,"1H.44","n/a","<none>"
"HY02H13u_s_at",0.001003356,"2H.64",0.233548493,"1H.05","n/a","<none>"
"HY02J04u_at",0.074763695,"2H.31",1.3e-06,"1H.05","n/a","<none>"
"HY02J15u_at",0.307694813,"5H.02",0.264865378,"2H.64","n/a","<none>"
"HY02K24u_at",0.001236072,"7H.40",0.000247728,"7H.40","n/a","<none>"
"HY02L18u_at",0.000240386,"2H.21",7.35e-07,"2H.23","n/a","<none>"
"HY02M14u_at",0.327592829,"6H.22",0.219159535,"6H.23","n/a","<none>"
"HY02N18u_s_at",0.001442763,"2H.67",0.022320458,"1H.45","n/a","11/04/02 AAF91407.1   .002 nucleoside diphosphate kinase [Lolium perenne]"
"HY02O18u_s_at",0.174955863,"3H.33",1.34e-05,"4H.30","n/a","11/07/02 AAM92298.1   3e-05 (AC079029) putative membrane protein [Oryza sativa (japonica cultivar-group)]"
"HY02O23u_at",0.12369031,"1H.17",0.045796411,"7H.30","n/a","<none>"
"HY02P12u_at",0.153436809,"2H.43",0.124894557,"3H.45","n/a","11/08/02 AAK25977.1   1e-08 unknown protein [Arabidopsis thaliana] gb|AAK64136.1| unknown protein [Arabidopsis thaliana]"
"HY02P24u_at",0.178585675,"5H.15",0.172905648,"5H.08","n/a","11/04/02 AAA80589.1   2e-40 chlorophyll a/b binding protein"
"HY03C08u_at",0.027035122,"3H.06",0.151693096,"2H.01","n/a","<none>"
"HY03D08u_at",0.031126777,"2H.66",0.165745935,"5H.54","n/a","<none>"
"HY03E10u_s_at",0.027060954,"2H.61",0.14029625,"4H.13","n/a","<none>"
"HY03E24u_at",0.200507649,"3H.04",0.246033788,"7H.34","n/a","<none>"
"HY03H15u_s_at",0.011704989,"2H.66",7.35e-07,"1H.05","n/a","01/29/03 CAD43075.1   2e-17 putative CENP-E like kinetochore protein [Hordeum vulgare subsp. vulgare]"
"HY03I08u_at",0.057564398,"3H.53",7.35e-07,"1H.05","n/a","<none>"
"HY03I08u_s_at",0.033620679,"3H.53",0.00166462,"1H.05","n/a","<none>"
"HY03I16T_at",0.086244936,"2H.68",0.250471967,"1H.05","n/a","<none>"
"HY03I24u_s_at",0.081241805,"2H.63",0.006592674,"1H.48","n/a","<none>"
"HY03I24u_x_at",0.241714685,"2H.11",0.185260389,"6H.03","n/a","<none>"
"HY03J09u_at",0.206654077,"5H.46",1.3e-06,"3H.42","n/a","<none>"
"HY03K23u_at",0.105182852,"3H.44",0.123456625,"1H.26","n/a","11/08/02 S72544       4e-36 heat shock protein 17.9 - pearl millet emb|CAA63903.1| heat shock protein 17.9 [Pennisetum glaucum]"
"HY03L11u_at",0.01177211,"5H.21",0.000815153,"4H.19","n/a","<none>"
"HY03M14u_at",0.014906091,"5H.20",0.007186465,"1H.03","n/a","<none>"
"HY03M14u_x_at",0.020028226,"1H.02",0.043129502,"1H.03","n/a","<none>"
"HY03N03T_at",0.000495188,"2H.66",2.97e-06,"1H.06","n/a","01/29/03 BAB91787.1   4e-13 putative zinc finger protein [Oryza sativa (japonica cultivar-group)]"
"HY03N05u_at",0.247564509,"5H.15",0.000168032,"1H.03","n/a"," 01/29/03 NP_197391.1  2e-19 putative protein; protein id: At5g18900.1"
"HY03N17u_s_at",3.63e-06,"2H.67",0.082214703,"3H.09","n/a","11/04/02 BAB63491.1   1e-48 P0002B05.11 [Oryza sativa (japonica cultivar-group)]"
"HY03N19u_s_at",0.082399876,"3H.47",0.000894512,"7H.12","n/a","<none>"
"HY03O05u_at",0.261310286,"5H.17",0.238909606,"5H.55","n/a"," 01/29/03 NP_199251.1  1e-23 FAD-linked oxidoreductase family; protein id: At5g44380.1"
"HY03O07u_at",0.02671361,"5H.17",0.214068128,"7H.54","n/a","<none>"
"HY03P02u_at",3.63e-06,"2H.66",0.17072577,"5H.08","n/a","01/29/03 NP_190944.1  8e-26 putative protein; protein id: At3g53760.1 [Arabidopsis thaliana] sp|Q9M350|GCP4_ARATH Gamma-tubulin complex component 4 homolog"
"HY03P16u_at",0.293278262,"5H.17",0.230841206,"5H.04","n/a","01/29/03 NP_680753.1  .025 similar to meristem protein - like; protein id: At4g31615.1 [Arabidopsis thaliana]"
"HY04C04u_at",0.217783605,"2H.45",0.266581869,"1H.01","n/a","11/04/02 T12585       .003 Dc3 promoter-binding factor-3 - common sunflower (fragment) gb|AAC24835.1| Dc3 promoter-binding factor-3 [Helianthus annuus]"
"HY04C04u_s_at",0.005817352,"2H.68",5.35e-05,"1H.05","n/a","11/04/02 T12585       .003 Dc3 promoter-binding factor-3 - common sunflower (fragment) gb|AAC24835.1| Dc3 promoter-binding factor-3 [Helianthus annuus]"
"HY04E19u_at",0.019859838,"3H.39",0.254290402,"5H.09","n/a","01/29/03 CAA75793.1   4e-42 sucrose synthase 2 [Hordeum vulgare subsp. vulgare]"
"HY04F17T_at",0.26244431,"5H.17",0.056006352,"4H.17","n/a","11/07/02 CAD39515.1   2e-23 OSJNBa0027O01.3 [Oryza sativa (japonica cultivar-group)]"
"HY04F23u_at",0.259470894,"1H.02",0.227941722,"1H.03","n/a"," 11/04/02 BAB91747.1   .011 (AP003284) putative mannan endo-1"
"HY04F23u_s_at",0.007776007,"3H.47",0.061451406,"3H.37","n/a"," 11/04/02 BAB91747.1   .011 (AP003284) putative mannan endo-1"
"HY04H14u_at",0.131468024,"2H.45",0.126320214,"1H.05","n/a","<none>"
"HY04I03T_at",0.332510965,"5H.58",0.113237931,"5H.13","n/a","01/29/03 BAC15787.1   1e-21 P0466H10.20 [Oryza sativa (japonica cultivar-group)]"
"HY04I22u_at",0.039738407,"3H.44",0.239609069,"5H.16","n/a","01/29/03 BAB01075.1   8e-11 gb|AAF35409.1~gene_id:MPE11.29~similar to unknown protein [Arabidopsis thaliana]"
"HY04J22u_at",0.0367365,"2H.65",0.205477872,"2H.60","n/a","<none>"
"HY04L11u_at",0.266005202,"5H.59",0.127079139,"1H.38","n/a","01/29/03 BAB85244.1   6e-37 P0425G02.19 [Oryza sativa (japonica cultivar-group)] dbj|BAB90385.1| P0432B10.3 [Oryza sativa (japonica cultivar-group)]"
"HY04L12T_s_at",0.074102357,"1H.02",0.176424912,"7H.33","n/a","11/04/02 NP_177777.1  1e-29 putative DNA-binding protein; protein id: At1g76510.1 [Arabidopsis thaliana]"
"HY04M24u_at",0.32907704,"1H.16",0.029096108,"6H.07","n/a","<none>"
"HY04M24u_s_at",0.297235572,"4H.13",0.080829005,"6H.24","n/a","<none>"
"HY04O03u_at",0.09297907,"3H.19",0.000757435,"5H.43","n/a","<none>"
"HY05A01u_x_at",0.104580029,"5H.19",0.001255032,"1H.05","n/a","<none>"
"HY05A12T_at",0.16829095,"1H.01",0.174570325,"2H.60","n/a","11/07/02 AAL73562.1   2e-04 (AC079632) Putative receptor-like protein kinase [Oryza sativa] gb|AAM08636.1|AC108883_9 (AC108883) Putative receptor-like protein kinase [O"
"HY05A12T_x_at",0.246916863,"2H.65",0.002009184,"1H.05","n/a","11/07/02 AAL73562.1   2e-04 (AC079632) Putative receptor-like protein kinase [Oryza sativa] gb|AAM08636.1|AC108883_9 (AC108883) Putative receptor-like protein kinase [O"
"HY05A23u_at",0.06230948,"1H.02",0.002346503,"1H.05","n/a","<none>"
"HY05C09u_x_at",0.111205095,"6H.41",0.086067192,"4H.28","n/a","<none>"
"HY05D01u_at",0.179342648,"4H.17",7.35e-07,"1H.05","n/a","<none>"
"HY05D08u_x_at",0.253507385,"3H.58",0.234303694,"2H.60","n/a","<none>"
"HY05O16u_at",0.129847676,"2H.61",0.172323969,"2H.56","n/a","11/04/02 AAG46115.1   2e-07 (AC073166) putative sugar transporter [Oryza sativa]"
"HY05O16u_s_at",0.092099147,"5H.44",0.15354054,"5H.58","n/a","11/04/02 AAG46115.1   2e-07 (AC073166) putative sugar transporter [Oryza sativa]"
"HY05P20u_at",0.000874455,"5H.20",0.000435336,"6H.22","n/a","<none>"
"HY06D12u_s_at",0.207398289,"4H.17",0.121012466,"5H.53","n/a","<none>"
"HY06D18u_at",0.173487361,"1H.02",0.015944408,"4H.15","n/a","01/29/03 BAB17062.1   2e-04 P0013F10.8 [Oryza sativa (japonica cultivar-group)]"
"HY06F01u_at",0.173737026,"6H.17",0.000338117,"6H.15","n/a","<none>"
"HY06F11u_at",0.205962961,"1H.08",0.029649757,"5H.05","n/a","<none>"
"HY06F24u_x_at",0.269611836,"6H.44",0.214952138,"1H.37","n/a","<none>"
"HY06G11u_at",0.336756413,"6H.20",0.093651383,"6H.15","n/a","<none>"
"HY06G11u_x_at",0.200418076,"5H.03",0.103357527,"2H.18","n/a","<none>"
"HY06G13u_at",0.106396221,"3H.50",0.028630975,"5H.45","n/a","<none>"
"HY06G21u_at",0.007019132,"2H.67",0.002007089,"5H.40","n/a","<none>"
"HY06I17u_at",0.023155646,"6H.29",0.001726688,"5H.09","n/a"," 01/29/03 NP_172759.1  6e-10 putative beta-1"
"HY06K06u_x_at",0.225419678,"5H.17",0.129953283,"1H.08","n/a","<none>"
"HY06K19u_at",0.050222037,"2H.66",0.017393917,"1H.08","n/a","<none>"
"HY06N23u_at",0.319246573,"1H.05",0.262849759,"7H.10","n/a","01/29/03 BAC20769.1   3e-04 D-lactate dehydrogenase-like protein [Oryza sativa (japonica cultivar-group)]"
"HY06N23u_x_at",0.09364056,"7H.24",0.043208778,"1H.09","n/a","01/29/03 BAC20769.1   3e-04 D-lactate dehydrogenase-like protein [Oryza sativa (japonica cultivar-group)]"
"HY06O19u_at",0.026665252,"2H.66",0.030643924,"5H.13","n/a","01/29/03 CAD39749.1   7e-07 OSJNBa0059D20.4 [Oryza sativa (japonica cultivar-group)]"
"HY06O21u_s_at",0.025769587,"2H.66",7.35e-07,"1H.05","n/a","<none>"
"HY06O21u_x_at",0.180484577,"1H.02",0.015368738,"2H.61","n/a","<none>"
"HY06P17u_x_at",0.098417275,"1H.02",0.253377409,"7H.51","n/a","<none>"
"HY07C01u_at",0.130646739,"5H.11",0.183191929,"7H.42","n/a"," 01/29/03 NP_180687.1  1e-11 hypothetical protein; protein id: At2g31290.1"
"HY07C07u_at",0.242357507,"7H.32",0.223020784,"6H.14","n/a","<none>"
"HY07D01u_at",1.99e-06,"7H.41",7.35e-07,"7H.41","n/a","<none>"
"HY07D14u_s_at",7.5e-05,"2H.66",7.35e-07,"1H.05","n/a","<none>"
"HY07E07V_at",0.000198613,"2H.68",0.068440727,"6H.42","n/a","<none>"
"HY07F01u_at",0.258340087,"1H.02",0.268998776,"6H.27","n/a","<none>"
"HY07F05u_x_at",0.06104391,"2H.66",0.001812051,"1H.03","n/a","<none>"
"HY07G16u_at",1.99e-06,"5H.17",7.35e-07,"5H.17","n/a","<none>"
"HY07G20u_at",0.140861112,"5H.13",0.234426623,"1H.25","n/a","<none>"
"HY07G24u_at",0.211192085,"2H.68",0.221925425,"7H.33","n/a","<none>"
"HY07I03u_at",0.019814023,"5H.56",0.048176529,"1H.10","n/a","<none>"
"HY07I12u_s_at",0.119034196,"3H.47",0.163560744,"1H.08","n/a","<none>"
"HY07I17u_at",2.7e-06,"5H.26",7.35e-07,"5H.25","iPacMan","01/29/03 F86393       .006 protein T24P13.4 [imported] - Arabidopsis thaliana gb|AAF87025.1|AC006535_3 T24P13.4 [Arabidopsis thaliana]"
"HY07J12u_at",0.19551433,"2H.68",0.228679834,"1H.07","n/a","<none>"
"HY07K02u_at",0.021809546,"5H.13",0.198298567,"1H.01","n/a","<none>"
"HY07L11u_s_at",0.00030082,"2H.67",0.009455534,"1H.48","n/a","<none>"
"HY07L14u_at",2.7e-06,"2H.66",7.35e-07,"1H.08","n/a","11/07/02 BAB68088.1   2e-06 (AP003560) putative flavonol glucosyltransferase [Oryza sativa (japonica cultivar-group)]"
"HY07N03u_at",0.000137003,"2H.67",0.000267964,"1H.08","n/a","<none>"
"HY07P02u_at",1.99e-06,"2H.66",7.35e-07,"1H.05","PacMan","11/08/02 BAA82095.1   1e-67 (AB022603) anthranilate synthase alpha 2 subunit [Oryza sativa (japonica cultivar-group)]"
"HY08A19u_at",0.122530452,"2H.66",0.006828879,"1H.09","n/a","01/29/03 BAB63769.1   3e-51 putative polygalacturonase [Oryza sativa (japonica cultivar-group)]"
"HY08C12u_at",0.247710717,"6H.02",0.262695186,"1H.05","n/a","<none>"
"HY08D02u_s_at",0.176203128,"3H.26",0.009072019,"3H.20","n/a","<none>"
"HY08D02u_x_at",0.041856991,"1H.20",0.03270778,"1H.03","n/a","<none>"
"HY08G17u_at",0.010231471,"2H.67",1.3e-06,"1H.05","PacMan","<none>"
"HY08G17u_s_at",1.52e-05,"2H.66",7.35e-07,"1H.05","PacMan","<none>"
"HY08H18V_at",0.009762414,"2H.65",0.086077402,"1H.48","n/a","01/29/03 BAB32930.1   5e-09 putative receptor-like protein kinase [Oryza sativa (japonica cultivar-group)]"
"HY08H20u_s_at",1.99e-06,"2H.68",0.033302873,"1H.08","n/a"," 11/04/02 NP_567911.1  3e-04 (NM_119447) putative protein; protein id: At4g32930.1"
"HY08I14u_s_at",0.024598311,"2H.65",0.113270456,"1H.04","n/a","11/08/02 AAL11446.1   2e-04 (AY050658) HUA enhancer 2 [Arabidopsis thaliana]"
"HY08I23u_at",0.005109595,"5H.14",0.067618956,"6H.18","n/a","01/29/03 BAB03416.1   .009 unnamed protein product [Oryza sativa (japonica cultivar-group)] dbj|BAB07923.1| P0512G09.5 [Oryza sativa (japonica cultivar-group)]"
"HY08K16V_s_at",0.022939091,"5H.10",0.066661819,"5H.36","n/a","<none>"
"HY08L08u_s_at",0.04561078,"6H.46",0.016965924,"6H.28","n/a","11/04/02 CAC39061.1   2e-07 putative protein [Oryza sativa]"
"HY08M06u_at",0.247421486,"3H.37",0.150900775,"1H.06","n/a","<none>"
"HY08M06u_x_at",0.12811686,"1H.03",0.000726858,"1H.06","n/a","<none>"
"HY08M12u_x_at",0.00658941,"2H.66",7.35e-07,"1H.05","n/a","<none>"
"HY08N07u_at",0.074566384,"2H.45",0.036059494,"7H.52","n/a","<none>"
"HY08N07u_s_at",0.020260362,"1H.02",0.074454378,"3H.16","n/a","<none>"
"HY08N20u_at",0.0323446,"5H.15",0.189524694,"4H.08","n/a","<none>"
"HY09A03u_at",0.324500847,"3H.44",0.105788122,"5H.06","n/a","<none>"
"HY09B09u_x_at",0.053210999,"3H.11",0.232568985,"2H.17","n/a","<none>"
"HY09B17u_at",0.057182333,"1H.03",0.020122703,"1H.08","n/a","01/29/03 BAB89166.1   3e-05 B1168H06.4 [Oryza sativa (japonica cultivar-group)] dbj|BAB91954.1| B1003B09.9 [Oryza sativa (japonica cultivar-group)]"
"HY09E16u_at",0.001581604,"2H.63",0.016389619,"5H.06","n/a","01/29/03 AAK00449.1   7e-33 putative enoyl-CoA-hydratase [Oryza sativa]"
"HY09E16u_s_at",2.7e-06,"2H.68",0.143092197,"7H.27","n/a","01/29/03 AAK00449.1   7e-33 putative enoyl-CoA-hydratase [Oryza sativa]"
"HY09F04u_at",0.028091538,"5H.44",0.023891641,"6H.44","n/a","<none>"
"HY09G07u_at",0.280418575,"5H.59",0.211057068,"3H.41","n/a","<none>"
"HY09G09u_at",0.137394402,"1H.01",0.079636699,"2H.39","n/a","01/29/03 AAM53300.1   3e-18 putative phosphatidylinositol-4-phosphate 5-kinase [Arabidopsis thaliana]"
"HY09G23u_s_at",0.025589976,"2H.67",0.002031387,"1H.45","n/a","11/04/02 CAB90214.1   9e-17 putative elongation factor 1 beta [Hordeum vulgare subsp. vulgare]"
"HY09G23u_x_at",0.168708794,"7H.63",0.081583397,"6H.44","n/a","11/04/02 CAB90214.1   9e-17 putative elongation factor 1 beta [Hordeum vulgare subsp. vulgare]"
"HY09H20u_at",0.294908037,"3H.39",0.189642576,"2H.01","n/a","<none>"
"HY09L01u_s_at",0.011146212,"2H.67",7.35e-07,"1H.05","n/a","<none>"
"HY09M19u_s_at",0.133122893,"1H.26",0.14577659,"6H.24","n/a","<none>"
"HY09M22u_at",0.248148519,"7H.14",0.251190554,"3H.02","n/a","11/04/02 P40978       3e-19 40S RIBOSOMAL PROTEIN S19"
"HY09M22u_s_at",0.078950247,"5H.19",0.003401051,"1H.45","n/a","11/04/02 P40978       3e-19 40S RIBOSOMAL PROTEIN S19"
"HY09P21u_s_at",0.000561522,"2H.68",8.87e-06,"1H.05","iPacMan","<none>"
"HY10A05u_at",0.054670527,"1H.02",0.02689583,"2H.11","n/a","<none>"
"HY10A09u_at",0.049680552,"2H.07",0.019489272,"2H.09","n/a","<none>"
"HY10A16u_x_at",0.250363986,"5H.32",0.093708138,"1H.03","n/a","<none>"
"HY10B05u_x_at",1.99e-06,"2H.14",7.35e-07,"2H.14","n/a","<none>"
"HY10B09u_s_at",0.012062313,"5H.11",0.121595847,"2H.49","n/a","01/29/03 AAK98702.1   5e-32 Putative quinone oxidoreductase [Oryza sativa]"
"HY10B12u_at",0.000161302,"2H.42",0.001107706,"2H.43","n/a","<none>"
"HY10C18u_at",0.338733217,"1H.24",0.001691708,"2H.65","n/a","<none>"
"HY10C23u_at",0.245625273,"1H.02",0.128333844,"1H.04","n/a","01/29/03 AAG13597.1   6e-27 putative serine carboxypeptidase [Oryza sativa]"
"HY10D11u_at",0.020619766,"2H.66",0.098691739,"2H.01","n/a","<none>"
"HY10E08u_at",0.245075128,"2H.68",0.034106714,"7H.13","n/a","<none>"
"HY10F03u_at",0.044792369,"5H.20",0.014662053,"5H.17","n/a","<none>"
"HY10F06u_at",0.158387802,"3H.46",0.194546496,"5H.25","n/a","<none>"
"HY10F15u_s_at",0.058126515,"5H.19",2.74e-05,"1H.06","n/a","<none>"
"HY10H16u_x_at",0.017811936,"5H.19",0.016863671,"2H.58","n/a","11/07/02 BAA89423.1   2e-17 allyl alcohol dehydrogenase [Nicotiana tabacum]"
"HY10H17u_at",0.171961534,"5H.07",0.18548648,"1H.04","n/a","<none>"
"HY10H19u_s_at",0.080525856,"2H.61",0.191100144,"1H.48","n/a","<none>"
"HY10I05u_at",0.000126374,"2H.66",0.055730071,"1H.05","n/a","<none>"
"HY10N04u_s_at",0.20486174,"2H.28",0.228430593,"5H.06","n/a","<none>"
"HY10O14u_x_at",0.21444322,"7H.39",0.176347421,"2H.24","n/a","<none>"
"HY10O15u_at",0.010965944,"2H.68",7.35e-07,"1H.05","n/a","<none>"
"HY10P10u_at",0.290036295,"4H.18",0.128361834,"1H.01","n/a","<none>"
"HZ01B01u_at",0.000311186,"2H.67",7.35e-07,"1H.05","n/a","11/06/02 CAD41257.1   7e-26 (AL606627) OSJNBa0067K08.21 [Oryza sativa (japonica cultivar-group)]"
"HZ01D23u_s_at",0.00038203,"2H.66",1.17e-05,"1H.05","PacMan","<none>"
"HZ01G17u_at",0.001955804,"2H.67",0.07455156,"1H.05","n/a"," 11/06/02 BAA99386.1   1e-37 (AP002526) ESTs AU075676(E10683)"
"HZ01H01u_at",0.045738271,"2H.68",0.022075228,"5H.53","n/a","11/06/02 BAB89959.1   5e-31 P0035F12.16 [Oryza sativa (japonica cultivar-group)] dbj|BAB90526.1| B1065G12.8 [Oryza sativa (japonica cultivar-group)]"
"HZ01K16u_s_at",0.192082103,"2H.63",0.018883944,"3H.20","n/a","<none>"
"HZ01L11u_at",0.135040129,"1H.03",0.234148064,"2H.58","n/a","11/06/02 AAM12787.1   3e-04 putative anthocyanidine rhamnosyl-transferase [Capsicum annuum]"
"HZ01L14u_at",0.079135687,"1H.03",0.194428047,"2H.41","n/a","11/06/02 BAB19400.1   .006 (AP002870) hypothetical protein [Oryza sativa (japonica cultivar-group)]"
"HZ01L15u_at",0.283061883,"6H.04",0.166260581,"1H.46","n/a","<none>"
"HZ01M13u_at",0.306259088,"7H.19",0.074357108,"6H.24","n/a","<none>"
"HZ01P19u_at",0.047744773,"2H.41",0.20859747,"1H.18","n/a","<none>"
"HZ01P21u_at",0.01497181,"4H.19",0.153919647,"4H.20","n/a"," 11/06/02 CAB04214.3   3e-04 (Z81518) contains similarity to Pfam domain: PF01480 (PWI domain)"
"HZ01P21u_x_at",0.054199614,"4H.17",0.180414035,"1H.10","n/a"," 11/06/02 CAB04214.3   3e-04 (Z81518) contains similarity to Pfam domain: PF01480 (PWI domain)"
"HZ36B23r_at",0.119369236,"2H.67",0.000433428,"5H.40","n/a","11/04/02 AAL79720.1   1e-23 (AC091774) hypothetical protein [Oryza sativa]"
"HZ36N03r_at",0.042194793,"1H.04",0.229546445,"6H.23","n/a","10/29/02 CAA07232.1   8e-12 putative Pi starvation-induced protein [Cicer arietinum]"
"HZ37L01r_at",0.063645654,"5H.20",0.189444075,"5H.51","n/a","<none>"
"HZ37P10r_at",0.000232636,"2H.63",3.83e-05,"1H.08","n/a"," 11/04/02 AAG50774.1   2e-15 (AC079288) receptor protein kinase"
"HZ37P18r_at",0.054216737,"4H.14",0.004658754,"4H.15","n/a","<none>"
"HZ39K11r_at",0.140009949,"6H.11",0.012714791,"1H.04","n/a","11/04/02 NP_191302.1  3e-10 (NM_115603) putative protein; protein id: At3g57430.1 [Arabidopsis thaliana]"
"HZ40A08r_at",0.029142097,"3H.45",2.97e-06,"1H.03","n/a","<none>"
"HZ40B21r_s_at",0.004429701,"4H.27",0.045986991,"1H.05","n/a","<none>"
"HZ40E11r_at",0.002454698,"2H.68",2.97e-06,"1H.05","PacMan","<none>"
"HZ40F21r_at",0.220278024,"7H.33",0.214068128,"5H.24","n/a","11/04/02 CAA89998.1   5e-43 (Z49837) ribulosebiphosphate carboxylase [Elymus glaucescens]"
"HZ40L07r_at",0.054445639,"3H.53",0.100896255,"2H.49","n/a","11/04/02 NP_012843.1  .015 (NC_001143) 42 kDa subunit of V1 sector; Vma5p [Saccharomyces cerevisiae]"
"HZ40O06r_at",0.186821755,"5H.18",1.3e-06,"5H.19","n/a","<none>"
