"hv_gene","gc_hv_transcript","probeset","gc_percent_coverage","gc_percent_identity"
"HORVU1Hr1G078370","HORVU1Hr1G078370.2","Contig6763_at",69.9545749513303,100
"HORVU3Hr1G038360","HORVU3Hr1G038360.1","Contig6764_at",85.1980198019802,100
"HORVU2Hr1G118320","HORVU2Hr1G118320.7","Contig6766_at",60.5786618444846,99.851
"HORVU2Hr1G118320","HORVU2Hr1G118320.7","Contig6767_s_at",84.4101956135151,99.719
"HORVU3Hr1G113850","HORVU3Hr1G113850.2","Contig6768_at",73.5540069686411,100
"HORVU6Hr1G056230","HORVU6Hr1G056230.2","Contig6769_at",100,100
"HORVU4Hr1G025820","HORVU4Hr1G025820.8","Contig6771_at",75.9945130315501,99.73
"HORVU4Hr1G025820","HORVU4Hr1G025820.8","Contig6771_s_at",75.9945130315501,99.73
"HORVU5Hr1G040740","HORVU5Hr1G040740.4","Contig6772_at",78.907435508346,100
"HORVU4Hr1G054770","HORVU4Hr1G054770.1","Contig6773_at",86.9785082174463,100
"HORVU2Hr1G071240","HORVU2Hr1G071240.12","Contig6774_at",100,100
"HORVU7Hr1G097240","HORVU7Hr1G097240.1","Contig6775_at",78.3591460862285,99.947
"HORVU1Hr1G003940","HORVU1Hr1G003940.5","Contig6776_s_at",100,99.811
"HORVU1Hr1G003940","HORVU1Hr1G003940.5","Contig6777_at",99.1477272727273,92.176
"HORVU3Hr1G081540","HORVU3Hr1G081540.8","Contig6780_at",93.0843706777317,95.542
"HORVU3Hr1G081540","HORVU3Hr1G081540.8","Contig6781_at",82.7109266943292,99.833
"HORVU1Hr1G087570","HORVU1Hr1G087570.1","Contig6782_at",86.7924528301887,98.698
"HORVU2Hr1G077080","HORVU2Hr1G077080.3","Contig6783_at",82.573179033356,99.918
"HORVU4Hr1G025830","HORVU4Hr1G025830.1","Contig6784_at",100,100
"HORVU2Hr1G118880","HORVU2Hr1G118880.1","Contig6786_at",98.4848484848485,96.923
"HORVU2Hr1G118880","HORVU2Hr1G118880.1","Contig6787_at",98.4848484848485,96.923
"HORVU7Hr1G100230","HORVU7Hr1G100230.1","Contig6788_at",100,99.41
"HORVU6Hr1G085320","HORVU6Hr1G085320.3","Contig679_s_at",62.7688172043011,99.786
"HORVU6Hr1G085370","HORVU6Hr1G085370.2","Contig679_s_at",62.7688172043011,99.786
"HORVU7Hr1G041850","HORVU7Hr1G041850.1","Contig6791_at",83.2640332640333,99.938
"HORVU4Hr1G017190","HORVU4Hr1G017190.1","Contig6793_at",97.4842767295598,92.903
"HORVU5Hr1G027830","HORVU5Hr1G027830.1","Contig6794_at",96.8,100
"HORVU2Hr1G103520","HORVU2Hr1G103520.7","Contig6795_at",95.9807776321538,99.499
"HORVU5Hr1G103960","HORVU5Hr1G103960.1","Contig6797_at",82.9787234042553,76.338
"HORVU5Hr1G065330","HORVU5Hr1G065330.12","Contig6799_at",100,100
"HORVU2Hr1G039180","HORVU2Hr1G039180.1","Contig68_at",100,97.778
"HORVU2Hr1G111640","HORVU2Hr1G111640.2","Contig680_at",99.439498846027,99.901
"HORVU4Hr1G014540","HORVU4Hr1G014540.1","Contig6800_at",100,100
"HORVU4Hr1G014540","HORVU4Hr1G014540.1","Contig6800_s_at",100,100
"HORVU4Hr1G014540","HORVU4Hr1G014540.1","Contig6801_at",57.3239436619718,100
"HORVU3Hr1G072900","HORVU3Hr1G072900.7","Contig6802_at",55.0748752079867,100
"HORVU5Hr1G022550","HORVU5Hr1G022550.1","Contig6804_at",96.8789013732834,100
"HORVU3Hr1G091320","HORVU3Hr1G091320.2","Contig6805_at",100,99.736
"HORVU5Hr1G112850","HORVU5Hr1G112850.1","Contig6806_at",92.7809165097301,99.729
"HORVU1Hr1G065810","HORVU1Hr1G065810.1","Contig6807_at",100,99.881
"HORVU4Hr1G027210","HORVU4Hr1G027210.1","Contig6814_at",97.4193548387097,100
"HORVU2Hr1G085030","HORVU2Hr1G085030.1","Contig6815_at",96.5591397849462,99.555
"HORVU3Hr1G065770","HORVU3Hr1G065770.8","Contig6816_at",100,100
"HORVU3Hr1G039790","HORVU3Hr1G039790.1","Contig6817_at",100,100
"HORVU2Hr1G035220","HORVU2Hr1G035220.1","Contig6818_at",95.1923076923077,99.933
"HORVU4Hr1G057100","HORVU4Hr1G057100.4","Contig6819_at",100,100
"HORVU6Hr1G006880","HORVU6Hr1G006880.1","Contig682_at",100,99.018
"HORVU6Hr1G006880","HORVU6Hr1G006880.1","Contig682_s_at",100,99.018
"HORVU6Hr1G036640","HORVU6Hr1G036640.14","Contig6820_at",100,99.769
"HORVU6Hr1G028730","HORVU6Hr1G028730.1","Contig6821_at",100,100
"HORVU5Hr1G009880","HORVU5Hr1G009880.2","Contig6823_at",100,99.459
"HORVU2Hr1G026800","HORVU2Hr1G026800.8","Contig6829_s_at",84.307992202729,100
"HORVU2Hr1G026800","HORVU2Hr1G026800.8","Contig6829_at",84.307992202729,100
"HORVU7Hr1G035340","HORVU7Hr1G035340.1","Contig6830_at",100,100
"HORVU7Hr1G075240","HORVU7Hr1G075240.1","Contig6831_at",96.9387755102041,99.825
"HORVU7Hr1G075240","HORVU7Hr1G075240.1","Contig6831_s_at",96.9387755102041,99.825
"HORVU1Hr1G082690","HORVU1Hr1G082690.6","Contig6835_s_at",80.5429864253394,99.663
"HORVU1Hr1G082690","HORVU1Hr1G082690.6","Contig6835_at",80.5429864253394,99.663
"HORVU5Hr1G073680","HORVU5Hr1G073680.3","Contig6836_at",100,100
"HORVU7Hr1G098100","HORVU7Hr1G098100.1","Contig6837_at",98.4037558685446,99.714
"HORVU5Hr1G097630","HORVU5Hr1G097630.1","Contig6838_at",100,100
"HORVU7Hr1G021930","HORVU7Hr1G021930.1","Contig684_s_at",100,100
"HORVU7Hr1G071730","HORVU7Hr1G071730.1","Contig6840_at",79.7938144329897,99.486
"HORVU7Hr1G071760","HORVU7Hr1G071760.1","Contig6840_at",79.7938144329897,99.486
"HORVU2Hr1G066320","HORVU2Hr1G066320.1","Contig6841_at",100,100
"HORVU5Hr1G070620","HORVU5Hr1G070620.1","Contig6842_at",100,97.884
"HORVU5Hr1G070620","HORVU5Hr1G070620.1","Contig6843_at",96.6490299823633,79.599
"HORVU4Hr1G089740","HORVU4Hr1G089740.1","Contig6844_at",100,100
"HORVU5Hr1G006750","HORVU5Hr1G006750.1","Contig6845_at",100,99.776
"HORVU1Hr1G094710","HORVU1Hr1G094710.1","Contig6845_at",100,99.776
"HORVU6Hr1G015450","HORVU6Hr1G015450.1","Contig6846_s_at",100,99.87
"HORVU5Hr1G055570","HORVU5Hr1G055570.4","Contig6848_at",100,99.07
"HORVU7Hr1G106150","HORVU7Hr1G106150.2","Contig685_at",100,99.566
"HORVU5Hr1G043190","HORVU5Hr1G043190.2","Contig6850_at",100,99.947
"HORVU3Hr1G000390","HORVU3Hr1G000390.2","Contig6854_at",91.8757467144564,99.805
"HORVU4Hr1G090300","HORVU4Hr1G090300.4","Contig6856_at",89.8907103825137,98.351
"HORVU5Hr1G016400","HORVU5Hr1G016400.5","Contig6857_at",100,100
"HORVU6Hr1G040960","HORVU6Hr1G040960.1","Contig6858_at",100,100
"HORVU2Hr1G104080","HORVU2Hr1G104080.1","Contig6859_at",80.0595238095238,84.249
"HORVU7Hr1G054380","HORVU7Hr1G054380.1","Contig686_at",96.822308690013,99.866
"HORVU7Hr1G038690","HORVU7Hr1G038690.4","Contig6860_at",97.8978978978979,99.847
"HORVU4Hr1G037030","HORVU4Hr1G037030.4","Contig6861_at",89.2235294117647,100
"HORVU6Hr1G078770","HORVU6Hr1G078770.1","Contig6862_s_at",100,100
"HORVU6Hr1G064170","HORVU6Hr1G064170.1","Contig6865_at",73.3522324592488,86.316
"HORVU6Hr1G064170","HORVU6Hr1G064170.1","Contig6865_x_at",73.3522324592488,86.316
"HORVU3Hr1G048210","HORVU3Hr1G048210.2","Contig6868_s_at",51.6869095816464,100
"HORVU3Hr1G048210","HORVU3Hr1G048210.2","Contig6868_at",51.6869095816464,100
"HORVU4Hr1G061100","HORVU4Hr1G061100.1","Contig6870_at",97.3333333333333,97.717
"HORVU5Hr1G103070","HORVU5Hr1G103070.3","Contig6871_s_at",99.7167138810198,99.905
"HORVU5Hr1G103070","HORVU5Hr1G103070.3","Contig6871_at",99.7167138810198,99.905
"HORVU3Hr1G067040","HORVU3Hr1G067040.5","Contig6873_at",100,99.937
"HORVU2Hr1G025150","HORVU2Hr1G025150.1","Contig6874_at",100,100
"HORVU2Hr1G034380","HORVU2Hr1G034380.1","Contig6875_at",80.2784222737819,100
"HORVU6Hr1G052660","HORVU6Hr1G052660.43","Contig6877_s_at",70.4898446833931,99.661
"HORVU6Hr1G055250","HORVU6Hr1G055250.1","Contig6878_at",100,100
"HORVU6Hr1G068750","HORVU6Hr1G068750.3","Contig6879_at",100,100
"HORVU3Hr1G016010","HORVU3Hr1G016010.8","Contig6881_at",99.1397849462366,99.566
"HORVU7Hr1G089410","HORVU7Hr1G089410.4","Contig6882_at",81.5513626834382,100
"HORVU7Hr1G116420","HORVU7Hr1G116420.2","Contig6884_s_at",56.986301369863,100
"HORVU7Hr1G116420","HORVU7Hr1G116420.2","Contig6884_at",56.986301369863,100
"HORVU7Hr1G116420","HORVU7Hr1G116420.2","Contig6885_at",82.2501747030049,96.186
"HORVU4Hr1G089080","HORVU4Hr1G089080.3","Contig6886_at",81.9105691056911,100
"HORVU4Hr1G089080","HORVU4Hr1G089080.3","Contig6888_s_at",65.4434250764526,98.911
"HORVU5Hr1G103720","HORVU5Hr1G103720.2","Contig6889_at",94.0540540540541,100
"HORVU7Hr1G033230","HORVU7Hr1G033230.8","Contig689_s_at",77.3622047244095,98.473
"HORVU4Hr1G075800","HORVU4Hr1G075800.1","Contig6894_at",99.931833674165,99.454
"HORVU5Hr1G044480","HORVU5Hr1G044480.1","Contig6895_at",100,96.825
"HORVU5Hr1G044480","HORVU5Hr1G044480.1","Contig6896_s_at",100,97.946
"HORVU3Hr1G096830","HORVU3Hr1G096830.4","Contig6897_at",92.8403755868545,99.306
"HORVU2Hr1G050640","HORVU2Hr1G050640.1","Contig6898_at",100,100
"HORVU1Hr1G000930","HORVU1Hr1G000930.1","Contig69_x_at",100,88.439
"HORVU4Hr1G063820","HORVU4Hr1G063820.1","Contig690_s_at",58.7403598971722,99.348
"HORVU4Hr1G020770","HORVU4Hr1G020770.3","Contig6904_at",94.7368421052632,99.954
"HORVU4Hr1G020770","HORVU4Hr1G020770.3","Contig6905_s_at",52.9051987767584,95.376
"HORVU3Hr1G097580","HORVU3Hr1G097580.2","Contig6906_at",70.2702702702703,99.76
"HORVU1Hr1G041970","HORVU1Hr1G041970.1","Contig6908_at",100,100
"HORVU1Hr1G095100","HORVU1Hr1G095100.1","Contig6909_at",97.9118329466357,85.354
"HORVU4Hr1G075070","HORVU4Hr1G075070.7","Contig6910_at",100,99.694
"HORVU5Hr1G121420","HORVU5Hr1G121420.7","Contig6912_s_at",57.7586206896552,99.403
"HORVU5Hr1G114070","HORVU5Hr1G114070.5","Contig6913_x_at",76.8468468468468,96.952
"HORVU5Hr1G114070","HORVU5Hr1G114070.5","Contig6914_at",93.7837837837838,99.712
"HORVU2Hr1G029720","HORVU2Hr1G029720.1","Contig6917_at",100,99.785
"HORVU2Hr1G029720","HORVU2Hr1G029720.1","Contig6918_s_at",96.5591397849462,99.777
"HORVU5Hr1G059820","HORVU5Hr1G059820.6","Contig6919_at",52.5252525252525,100
"HORVU2Hr1G071570","HORVU2Hr1G071570.17","Contig6920_at",100,99.957
"HORVU4Hr1G002980","HORVU4Hr1G002980.2","Contig6921_s_at",92.2222222222222,100
"HORVU4Hr1G002980","HORVU4Hr1G002980.2","Contig6921_at",92.2222222222222,100
"HORVU4Hr1G088490","HORVU4Hr1G088490.1","Contig6924_at",100,99.206
"HORVU1Hr1G029180","HORVU1Hr1G029180.2","Contig6925_at",97.6793248945148,100
"HORVU2Hr1G085120","HORVU2Hr1G085120.1","Contig6927_at",91.025641025641,99.061
"HORVU5Hr1G061530","HORVU5Hr1G061530.3","Contig6928_at",97.4559686888454,99.398
"HORVU7Hr1G114620","HORVU7Hr1G114620.5","Contig6929_at",59.0801886792453,99.9
"HORVU7Hr1G021310","HORVU7Hr1G021310.4","Contig6931_at",82.6599326599327,100
"HORVU1Hr1G002100","HORVU1Hr1G002100.2","Contig6933_s_at",100,99.603
"HORVU5Hr1G111110","HORVU5Hr1G111110.5","Contig6935_at",100,99.949
"HORVU3Hr1G071530","HORVU3Hr1G071530.1","Contig6936_at",93.6678614097969,100
"HORVU2Hr1G033090","HORVU2Hr1G033090.1","Contig6937_at",59.9250936329588,99.375
"HORVU2Hr1G033090","HORVU2Hr1G033090.1","Contig6938_at",100,100
"HORVU5Hr1G075570","HORVU5Hr1G075570.1","Contig6939_at",100,99.762
"HORVU7Hr1G012380","HORVU7Hr1G012380.5","Contig694_at",100,99.834
"HORVU3Hr1G031030","HORVU3Hr1G031030.2","Contig6942_at",100,100
"HORVU3Hr1G053620","HORVU3Hr1G053620.4","Contig6943_at",100,99.791
"HORVU4Hr1G034300","HORVU4Hr1G034300.6","Contig6944_at",54.978354978355,100
"HORVU5Hr1G014350","HORVU5Hr1G014350.2","Contig6945_at",99.0842490842491,100
"HORVU3Hr1G019480","HORVU3Hr1G019480.2","Contig6946_at",100,99.346
"HORVU2Hr1G102810","HORVU2Hr1G102810.3","Contig6947_at",100,100
"HORVU3Hr1G032730","HORVU3Hr1G032730.1","Contig6948_at",60.5633802816901,99.227
"HORVU1Hr1G020040","HORVU1Hr1G020040.1","Contig695_s_at",100,94.551
"HORVU1Hr1G020060","HORVU1Hr1G020060.1","Contig695_s_at",100,94.551
"HORVU4Hr1G046230","HORVU4Hr1G046230.4","Contig6951_at",100,100
"HORVU2Hr1G057350","HORVU2Hr1G057350.3","Contig6952_at",97.6973684210526,99.888
"HORVU2Hr1G044650","HORVU2Hr1G044650.1","Contig6958_s_at",99.7625830959164,98.62
"HORVU2Hr1G044650","HORVU2Hr1G044650.1","Contig6958_at",99.7625830959164,98.62
"HORVU1Hr1G049520","HORVU1Hr1G049520.3","Contig6959_at",100,100
"HORVU6Hr1G034720","HORVU6Hr1G034720.3","Contig6960_at",100,99.927
"HORVU1Hr1G058860","HORVU1Hr1G058860.1","Contig6962_at",100,100
"HORVU1Hr1G004430","HORVU1Hr1G004430.4","Contig6963_at",100,99.895
"HORVU7Hr1G035430","HORVU7Hr1G035430.1","Contig6964_s_at",100,100
"HORVU1Hr1G023500","HORVU1Hr1G023500.11","Contig6966_at",82.9268292682927,100
"HORVU4Hr1G027740","HORVU4Hr1G027740.1","Contig6967_at",92.6666666666667,99.784
"HORVU7Hr1G088920","HORVU7Hr1G088920.3","Contig6968_at",100,99.75
"HORVU1Hr1G005100","HORVU1Hr1G005100.2","Contig697_s_at",93.5028248587571,100
"HORVU5Hr1G056950","HORVU5Hr1G056950.2","Contig6972_at",100,100
"HORVU2Hr1G066830","HORVU2Hr1G066830.1","Contig6973_at",100,100
"HORVU5Hr1G014290","HORVU5Hr1G014290.2","Contig6974_at",100,100
"HORVU3Hr1G035380","HORVU3Hr1G035380.1","Contig6979_at",100,100
"HORVU5Hr1G046520","HORVU5Hr1G046520.1","Contig698_at",100,100
"HORVU1Hr1G021840","HORVU1Hr1G021840.1","Contig6980_at",84.3046357615894,99.921
"HORVU0Hr1G021390","HORVU0Hr1G021390.2","Contig6981_at",100,100
"HORVU2Hr1G072010","HORVU2Hr1G072010.1","Contig6983_at",100,99.389
"HORVU7Hr1G031320","HORVU7Hr1G031320.1","Contig6984_at",86.8512110726644,99.734
"HORVU7Hr1G031320","HORVU7Hr1G031320.1","Contig6984_s_at",86.8512110726644,99.734
"HORVU5Hr1G116650","HORVU5Hr1G116650.1","Contig6985_at",95.364238410596,100
"HORVU2Hr1G018340","HORVU2Hr1G018340.3","Contig6986_at",99.0666666666667,100
"HORVU7Hr1G026940","HORVU7Hr1G026940.1","Contig6987_at",100,100
"HORVU3Hr1G039230","HORVU3Hr1G039230.2","Contig6989_at",100,99.867
"HORVU5Hr1G114770","HORVU5Hr1G114770.1","Contig699_at",96.1685823754789,100
"HORVU5Hr1G114770","HORVU5Hr1G114770.1","Contig699_s_at",96.1685823754789,100
"HORVU4Hr1G057700","HORVU4Hr1G057700.2","Contig6990_at",100,100
"HORVU1Hr1G049500","HORVU1Hr1G049500.1","Contig6993_at",100,99.912
"HORVU7Hr1G109810","HORVU7Hr1G109810.1","Contig6995_at",100,99.912
"HORVU1Hr1G050050","HORVU1Hr1G050050.10","Contig6997_at",72.9218106995885,89.853
"HORVU7Hr1G100410","HORVU7Hr1G100410.1","Contig700_s_at",96.8992248062015,99.733
"HORVU6Hr1G091720","HORVU6Hr1G091720.6","Contig7000_at",100,98.81
"HORVU3Hr1G064470","HORVU3Hr1G064470.3","Contig7001_at",100,99.896
"HORVU4Hr1G026060","HORVU4Hr1G026060.1","Contig7002_at",100,100
"HORVU5Hr1G001750","HORVU5Hr1G001750.8","Contig7003_at",90.9952606635071,96.007
"HORVU5Hr1G001750","HORVU5Hr1G001750.8","Contig7004_at",92.8909952606635,99.83
"HORVU1Hr1G002760","HORVU1Hr1G002760.2","Contig7007_s_at",100,96.86
"HORVU1Hr1G002760","HORVU1Hr1G002760.2","Contig7008_at",100,96.135
"HORVU1Hr1G003170","HORVU1Hr1G003170.2","Contig7009_at",58.1481481481482,98.726
"HORVU7Hr1G024990","HORVU7Hr1G024990.1","Contig701_x_at",100,93.917
"HORVU5Hr1G056790","HORVU5Hr1G056790.1","Contig7010_at",100,100
"HORVU4Hr1G078510","HORVU4Hr1G078510.1","Contig7013_at",57.4868322046652,100
"HORVU3Hr1G070900","HORVU3Hr1G070900.9","Contig7014_at",100,99.951
"HORVU7Hr1G054230","HORVU7Hr1G054230.1","Contig7015_at",98.8505747126437,99.942
"HORVU5Hr1G072700","HORVU5Hr1G072700.2","Contig7016_s_at",100,96.882
"HORVU5Hr1G072700","HORVU5Hr1G072700.2","Contig7018_at",100,98.321
"HORVU5Hr1G097000","HORVU5Hr1G097000.1","Contig7019_at",100,100
"HORVU5Hr1G070120","HORVU5Hr1G070120.8","Contig7020_at",74.5971563981043,100
"HORVU5Hr1G116320","HORVU5Hr1G116320.2","Contig7021_at",61.6077616077616,99.663
"HORVU7Hr1G086410","HORVU7Hr1G086410.1","Contig7022_at",100,100
"HORVU1Hr1G015560","HORVU1Hr1G015560.2","Contig7023_at",100,100
"HORVU1Hr1G039790","HORVU1Hr1G039790.5","Contig7024_at",95.54682383759,100
"HORVU1Hr1G039790","HORVU1Hr1G039790.5","Contig7025_s_at",65.57911908646,99.502
"HORVU3Hr1G040640","HORVU3Hr1G040640.9","Contig7027_at",86.6551126516464,100
"HORVU1Hr1G055330","HORVU1Hr1G055330.1","Contig7028_at",100,100
"HORVU2Hr1G066090","HORVU2Hr1G066090.2","Contig7031_at",100,100
"HORVU2Hr1G115640","HORVU2Hr1G115640.11","Contig7032_at",80.0531914893617,99.889
"HORVU2Hr1G098920","HORVU2Hr1G098920.1","Contig7033_at",100,99.778
"HORVU3Hr1G058830","HORVU3Hr1G058830.3","Contig7034_at",100,99.261
"HORVU6Hr1G080500","HORVU6Hr1G080500.1","Contig7035_at",100,100
"HORVU2Hr1G063510","HORVU2Hr1G063510.2","Contig7036_at",88.8888888888889,99.811
"HORVU7Hr1G076790","HORVU7Hr1G076790.5","Contig7038_at",95.0406504065041,99.829
"HORVU1Hr1G019590","HORVU1Hr1G019590.2","Contig7039_at",100,100
"HORVU2Hr1G011510","HORVU2Hr1G011510.1","Contig704_at",90.2777777777778,96.752
"HORVU2Hr1G011510","HORVU2Hr1G011510.1","Contig704_x_at",90.2777777777778,96.752
"HORVU3Hr1G048560","HORVU3Hr1G048560.1","Contig7041_at",100,100
"HORVU2Hr1G072590","HORVU2Hr1G072590.1","Contig7042_at",74.2316784869976,99.841
"HORVU3Hr1G087110","HORVU3Hr1G087110.4","Contig7044_at",100,99.925
"HORVU5Hr1G106840","HORVU5Hr1G106840.1","Contig7046_at",99.6491228070175,99.824
"HORVU4Hr1G082600","HORVU4Hr1G082600.1","Contig7047_at",100,97.087
"HORVU3Hr1G027730","HORVU3Hr1G027730.3","Contig7048_at",100,100
"HORVU2Hr1G074850","HORVU2Hr1G074850.7","Contig7049_s_at",99.5850622406639,99.861
"HORVU3Hr1G038950","HORVU3Hr1G038950.1","Contig705_at",86.9565217391304,100
"HORVU6Hr1G075970","HORVU6Hr1G075970.1","Contig7055_at",98.0769230769231,100
"HORVU1Hr1G094740","HORVU1Hr1G094740.1","Contig7056_at",84.6341463414634,99.712
"HORVU1Hr1G017480","HORVU1Hr1G017480.1","Contig7057_at",100,100
"HORVU7Hr1G076900","HORVU7Hr1G076900.3","Contig7060_at",96.588693957115,99.798
"HORVU4Hr1G015940","HORVU4Hr1G015940.2","Contig7061_s_at",58.4564860426929,100
"HORVU4Hr1G015930","HORVU4Hr1G015930.1","Contig7061_s_at",58.4564860426929,100
"HORVU2Hr1G051180","HORVU2Hr1G051180.1","Contig7061_s_at",58.4564860426929,100
"HORVU3Hr1G080820","HORVU3Hr1G080820.2","Contig7066_at",85.0324101355333,99.861
"HORVU2Hr1G067320","HORVU2Hr1G067320.25","Contig7067_at",100,100
"HORVU2Hr1G074960","HORVU2Hr1G074960.4","Contig7068_at",90.9604519774011,99.876
"HORVU7Hr1G045680","HORVU7Hr1G045680.1","Contig7069_at",100,99.873
"HORVU7Hr1G111500","HORVU7Hr1G111500.1","Contig7074_s_at",98.2683982683983,88.546
"HORVU5Hr1G081610","HORVU5Hr1G081610.1","Contig7078_s_at",85.3535353535353,100
"HORVU5Hr1G081610","HORVU5Hr1G081610.1","Contig7078_at",85.3535353535353,100
"HORVU7Hr1G108220","HORVU7Hr1G108220.1","Contig7079_at",100,86.484
"HORVU5Hr1G101500","HORVU5Hr1G101500.2","Contig708_at",62.962962962963,98.529
"HORVU3Hr1G074960","HORVU3Hr1G074960.1","Contig7080_at",70,98.76
"HORVU3Hr1G074920","HORVU3Hr1G074920.1","Contig7082_at",83.725305738476,98.652
"HORVU6Hr1G076190","HORVU6Hr1G076190.1","Contig7083_at",93.6867664912991,99.827
"HORVU6Hr1G055260","HORVU6Hr1G055260.4","Contig7084_at",65.7932011331445,100
"HORVU7Hr1G091150","HORVU7Hr1G091150.1","Contig7087_at",100,99.164
"HORVU7Hr1G091250","HORVU7Hr1G091250.3","Contig7088_at",100,100
"HORVU3Hr1G116550","HORVU3Hr1G116550.5","Contig709_at",82.520325203252,100
"HORVU1Hr1G049770","HORVU1Hr1G049770.2","Contig7090_s_at",100,95.402
"HORVU5Hr1G045770","HORVU5Hr1G045770.1","Contig7092_at",98.5347985347985,100
"HORVU5Hr1G045770","HORVU5Hr1G045770.1","Contig7092_s_at",98.5347985347985,100
"HORVU5Hr1G045770","HORVU5Hr1G045770.1","Contig7093_at",97.4358974358974,99.624
"HORVU2Hr1G080970","HORVU2Hr1G080970.1","Contig7094_at",100,100
"HORVU5Hr1G039680","HORVU5Hr1G039680.1","Contig7096_at",100,97.826
"HORVU5Hr1G022790","HORVU5Hr1G022790.1","Contig7098_at",100,100
"HORVU5Hr1G110380","HORVU5Hr1G110380.1","Contig7098_at",100,100
"HORVU7Hr1G117000","HORVU7Hr1G117000.1","Contig71_s_at",65.6597774244833,97.821
"HORVU1Hr1G028280","HORVU1Hr1G028280.1","Contig7100_at",100,100
"HORVU7Hr1G081880","HORVU7Hr1G081880.11","Contig7101_at",100,99.526
"HORVU1Hr1G029770","HORVU1Hr1G029770.15","Contig7102_at",86.685552407932,99.837
"HORVU5Hr1G000830","HORVU5Hr1G000830.3","Contig7103_s_at",91.0871694417238,99.57
"HORVU5Hr1G006000","HORVU5Hr1G006000.2","Contig7106_at",100,99.668
"HORVU2Hr1G054270","HORVU2Hr1G054270.3","Contig7107_at",96.4562569213732,99.656
"HORVU6Hr1G024070","HORVU6Hr1G024070.1","Contig711_s_at",100,100
"HORVU6Hr1G024050","HORVU6Hr1G024050.1","Contig711_s_at",100,100
"HORVU5Hr1G083990","HORVU5Hr1G083990.1","Contig711_s_at",100,100
"HORVU6Hr1G053180","HORVU6Hr1G053180.1","Contig711_s_at",100,100
"HORVU5Hr1G044040","HORVU5Hr1G044040.1","Contig711_s_at",100,100
"HORVU6Hr1G024180","HORVU6Hr1G024180.1","Contig711_s_at",100,100
"HORVU2Hr1G053630","HORVU2Hr1G053630.1","Contig711_s_at",100,100
"HORVU6Hr1G047260","HORVU6Hr1G047260.1","Contig711_s_at",100,100
"HORVU3Hr1G016770","HORVU3Hr1G016770.1","Contig711_s_at",100,100
"HORVU3Hr1G016760","HORVU3Hr1G016760.1","Contig711_s_at",100,100
"HORVU2Hr1G019240","HORVU2Hr1G019240.1","Contig711_s_at",100,100
"HORVU0Hr1G011150","HORVU0Hr1G011150.1","Contig711_s_at",100,100
"HORVU5Hr1G035730","HORVU5Hr1G035730.1","Contig711_s_at",100,100
"HORVU2Hr1G072990","HORVU2Hr1G072990.1","Contig711_s_at",100,100
"HORVU6Hr1G024140","HORVU6Hr1G024140.1","Contig711_s_at",100,100
"HORVU0Hr1G017750","HORVU0Hr1G017750.1","Contig7110_at",100,100
"HORVU5Hr1G039540","HORVU5Hr1G039540.1","Contig7111_at",100,100
"HORVU5Hr1G104020","HORVU5Hr1G104020.2","Contig7111_at",100,100
"HORVU5Hr1G035420","HORVU5Hr1G035420.3","Contig7111_at",100,100
"HORVU4Hr1G008990","HORVU4Hr1G008990.1","Contig7112_at",83.2565284178187,99.815
"HORVU5Hr1G060700","HORVU5Hr1G060700.1","Contig7117_at",97.7329974811083,100
"HORVU0Hr1G018140","HORVU0Hr1G018140.1","Contig7118_at",100,100
"HORVU2Hr1G106080","HORVU2Hr1G106080.2","Contig7119_at",82.8915662650602,99.942
"HORVU3Hr1G058460","HORVU3Hr1G058460.4","Contig712_at",100,100
"HORVU4Hr1G067610","HORVU4Hr1G067610.1","Contig7120_at",78.6016949152542,99.82
"HORVU0Hr1G027230","HORVU0Hr1G027230.1","Contig7122_s_at",97.5177304964539,99.273
"HORVU0Hr1G027160","HORVU0Hr1G027160.1","Contig7122_s_at",97.5177304964539,99.273
"HORVU6Hr1G063240","HORVU6Hr1G063240.1","Contig7122_s_at",97.5177304964539,99.273
"HORVU6Hr1G063250","HORVU6Hr1G063250.2","Contig7123_at",100,100
"HORVU6Hr1G040310","HORVU6Hr1G040310.6","Contig7126_at",95.4051796157059,100
"HORVU7Hr1G115270","HORVU7Hr1G115270.3","Contig7127_at",81.3640730067243,86.297
"HORVU1Hr1G024640","HORVU1Hr1G024640.2","Contig7133_at",100,100
"HORVU2Hr1G039070","HORVU2Hr1G039070.1","Contig7135_at",84.7554038680318,100
"HORVU2Hr1G037990","HORVU2Hr1G037990.1","Contig7136_at",100,99.902
"HORVU3Hr1G074680","HORVU3Hr1G074680.1","Contig7137_at",64.8910411622276,98.383
"HORVU3Hr1G074680","HORVU3Hr1G074680.1","Contig7138_s_at",100,99.596
"HORVU1Hr1G060090","HORVU1Hr1G060090.2","Contig7139_at",61.1638954869359,100
"HORVU4Hr1G045760","HORVU4Hr1G045760.1","Contig7141_at",96.6850828729282,100
"HORVU2Hr1G069110","HORVU2Hr1G069110.24","Contig7143_s_at",100,99.72
"HORVU2Hr1G087010","HORVU2Hr1G087010.3","Contig7147_at",99.7101449275362,100
"HORVU5Hr1G049630","HORVU5Hr1G049630.8","Contig7148_at",100,99.909
"HORVU6Hr1G091250","HORVU6Hr1G091250.1","Contig7149_at",100,99.899
"HORVU1Hr1G034630","HORVU1Hr1G034630.9","Contig7151_at",70.9039548022599,99.288
